147 1  1.0000000000000e+00
148 1  0.0000000000000e+00
148 2  1.0000000000000e+00
149 2 -1.6326480000000e-01
59 3 -1.1620600000000e+00
134 3 -8.1229990000000e-01
149 3  1.0000000000000e+00
52 4  1.0000000000000e+00
53 4  0.0000000000000e+00
53 5  1.0000000000000e+00
54 5 -2.1661220000000e-01
54 6  1.0000000000000e+00
59 6 -1.0000000000000e-01
118 7  1.0000000000000e+00
119 7  0.0000000000000e+00
119 8  1.0000000000000e+00
120 8 -2.1138480000000e-01
59 9  1.0000000000000e+00
105 9  6.9901700000000e-01
120 9  1.0000000000000e+00
150 10  1.0092630000000e+00
151 10  1.1465330000000e+01
150 11  9.9082240000000e-01
152 11 -5.2842820000000e-01
153 11 -4.9809970000000e-01
156 11 -6.6751770000000e-02
152 12  1.0000000000000e+00
154 12  0.0000000000000e+00
153 13  1.0000000000000e+00
155 13 -8.4291480000000e-01
154 14  1.0000000000000e+00
156 14 -3.4406200000000e-02
155 15  1.0000000000000e+00
156 15 -1.0200600000000e-03
134 16  5.0474020000000e+00
156 16  1.0000000000000e+00
138 17 -1.0526320000000e+00
141 17 -6.6666670000000e-01
141 18  1.0000000000000e+00
143 18 -4.4801020000000e-01
143 19 -2.9880370000000e+00
143 20  1.0000000000000e+00
145 20  1.0000000000000e+00
146 20 -1.0000000000000e+00
2 21 -5.3594900000000e-02
144 21  2.0000000000000e+00
131 22  1.0000000000000e+00
133 22 -9.9653920000000e-01
132 23  1.0000000000000e+00
133 23 -3.4607980000000e-03
133 24  1.0000000000000e+00
135 24  1.0000000000000e+00
134 25  1.0000000000000e+00
135 25  1.0000000000000e+00
137 26  7.5139640000000e-02
138 26  1.0000000000000e+00
144 27 -5.4784200000000e+00
145 27 -3.3405000000000e+00
142 28  1.0000000000000e+00
146 28 -1.0000000000000e+00
121 29  1.0061850000000e+00
122 29  1.0736140000000e+01
121 30  9.9385320000000e-01
123 30 -5.2096770000000e-01
124 30 -4.9715250000000e-01
127 30 -7.3394950000000e-02
123 31  1.0000000000000e+00
125 31  0.0000000000000e+00
124 32  1.0000000000000e+00
126 32 -8.3917010000000e-01
125 33  1.0000000000000e+00
127 33 -2.5810100000000e-02
126 34  1.0000000000000e+00
127 34 -1.9995500000000e-03
105 35 -5.3967990000000e+00
127 35  1.0000000000000e+00
109 36 -5.2631580000000e-01
112 36 -3.3333330000000e-01
